latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,satellite_source,row_id,landcover_code,landcover_class,osm_coverage_status,distance_to_facility_m,distance_to_facility_km,nearest_facility_osm_id,nearest_facility_osm_type,nearest_facility_name,nearest_facility_type,nearest_facility_category,nearest_facility_tier,near_industrial_500m,near_industrial_1000m,near_industrial_2000m,near_industrial_5000m,near_industrial_10000m,distance_to_higher_relevance_m,distance_to_higher_relevance_km,nearest_hr_osm_id,nearest_hr_name,nearest_hr_category,near_higher_relevance_500m,near_higher_relevance_1000m,near_higher_relevance_2000m,near_higher_relevance_5000m,near_higher_relevance_10000m,distance_to_general_context_m
13.15905,80.2841,309.74,0.4,0.37,2024-11-15,2016,N20,VIIRS,n,2.0NRT,290.96,2.63,N,VIIRS_N20,56,50,Built-up,FAILED_TILE,116374.22686051099,116.37422686051099,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122100.2839793664,122.10028397936641,1026841614,,Mining & Quarry,0,0,0,0,0,116374.22686051099
10.93138,77.06387,306.01,0.39,0.36,2024-11-15,2018,N20,VIIRS,n,2.0NRT,288.91,0.68,N,VIIRS_N20,57,30,Grassland,FAILED_TILE,20346.244497251468,20.34624449725147,3449174617,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,20346.244497251468,20.34624449725147,3449174617,,Power Plant,0,0,0,0,0,21224.968244098975
11.80968,77.92031,311.5,0.4,0.44,2024-11-16,1957,N20,VIIRS,n,2.0NRT,283.67,1.82,N,VIIRS_N20,58,50,Built-up,COVERED,462.57664971445774,0.4625766497144577,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,581.5781495621236,0.5815781495621236,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2057.888284174922
10.9307,77.06355,305.42,0.44,0.46,2024-11-16,1957,N20,VIIRS,n,2.0NRT,288.29,0.94,N,VIIRS_N20,59,60,Bare/sparse vegetation,FAILED_TILE,20380.910858071416,20.380910858071417,3449174406,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,20380.910858071416,20.380910858071417,3449174406,,Power Plant,0,0,0,0,0,21279.503404516625
11.81306,77.92103,297.2,0.42,0.61,2024-11-17,1940,N20,VIIRS,n,2.0NRT,282.33,0.71,N,VIIRS_N20,60,50,Built-up,COVERED,346.28826732148985,0.3462882673214899,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,346.28826732148985,0.3462882673214899,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,2121.6677651721084
13.25654,79.43639,334.69,0.44,0.38,2024-11-19,807,N20,VIIRS,n,2.0NRT,297.58,4.14,D,VIIRS_N20,61,10,Tree cover,FAILED_TILE,123946.88059357193,123.94688059357193,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,123946.88059357193,123.94688059357193,1026841614,,Mining & Quarry,0,0,0,0,0,133361.7334423016
13.32541,79.48901,332.04,0.44,0.39,2024-11-19,807,N20,VIIRS,n,2.0NRT,298.23,2.34,D,VIIRS_N20,62,30,Grassland,FAILED_TILE,129900.88679558122,129.90088679558121,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,129900.88679558122,129.90088679558121,1026841614,,Mining & Quarry,0,0,0,0,0,138209.24606356292
13.08208,79.97921,299.57,0.57,0.52,2024-11-19,2042,N20,VIIRS,n,2.0NRT,282.49,0.43,N,VIIRS_N20,63,60,Bare/sparse vegetation,FAILED_TILE,101979.05210441966,101.97905210441967,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102291.86807495769,102.29186807495769,1026841614,,Mining & Quarry,0,0,0,0,0,101979.05210441966
11.80911,77.92155,304.06,0.44,0.46,2024-11-19,2042,N20,VIIRS,n,2.0NRT,290.57,1.39,N,VIIRS_N20,64,50,Built-up,COVERED,328.57753709290256,0.32857753709290255,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,700.1087721655335,0.7001087721655336,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2200.399508416045
11.81893,77.91513,309.46,0.44,0.46,2024-11-19,2042,N20,VIIRS,n,2.0NRT,289.97,1.7,N,VIIRS_N20,65,10,Tree cover,COVERED,526.1862632754564,0.5261862632754565,340479236,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,1,1,1,1,596.6186926097956,0.5966186926097956,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,1661.5725439324403
13.44629,80.09775,307.03,0.45,0.39,2024-11-20,2023,N20,VIIRS,n,2.0NRT,287.04,0.72,N,VIIRS_N20,66,50,Built-up,FAILED_TILE,143352.51413134564,143.35251413134563,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,144697.6329779109,144.6976329779109,1026841614,,Mining & Quarry,0,0,0,0,0,143352.51413134564
13.39475,80.10127,298.46,0.45,0.39,2024-11-20,2023,N20,VIIRS,n,2.0NRT,284.69,0.18,N,VIIRS_N20,67,20,Shrubland,FAILED_TILE,137706.51917862103,137.70651917862102,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,139263.06737394378,139.26306737394378,1026841614,,Mining & Quarry,0,0,0,0,0,137706.51917862103
13.16029,80.28455,302.73,0.46,0.39,2024-11-20,2023,N20,VIIRS,n,2.0NRT,284.46,0.44,N,VIIRS_N20,68,10,Tree cover,FAILED_TILE,116520.4369351603,116.52043693516029,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122244.96814713527,122.24496814713527,1026841614,,Mining & Quarry,0,0,0,0,0,116520.4369351603
11.81179,77.92168,300.16,0.39,0.36,2024-11-20,2025,N20,VIIRS,n,2.0NRT,282.34,0.86,N,VIIRS_N20,69,10,Tree cover,COVERED,482.90935284388536,0.48290935284388536,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,482.90935284388536,0.48290935284388536,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,2189.8545865388032
11.81606,77.91496,307.45,0.49,0.4,2024-11-21,2004,N20,VIIRS,n,2.0NRT,288.83,2.09,N,VIIRS_N20,70,50,Built-up,COVERED,393.82918118309976,0.3938291811830998,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,393.82918118309976,0.3938291811830998,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1523.8830570660975
13.06687,80.1871,304.0,0.41,0.37,2024-11-21,2004,N20,VIIRS,n,2.0NRT,292.92,0.46,N,VIIRS_N20,71,50,Built-up,FAILED_TILE,103559.02387864474,103.55902387864475,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,108226.96849496383,108.22696849496383,1026841614,,Mining & Quarry,0,0,0,0,0,103559.02387864474
13.16066,80.2851,313.65,0.4,0.37,2024-11-21,2004,N20,VIIRS,n,2.0NRT,292.77,1.11,N,VIIRS_N20,72,50,Built-up,FAILED_TILE,116578.24770140208,116.57824770140209,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122309.14895469321,122.30914895469321,1026841614,,Mining & Quarry,0,0,0,0,0,116578.24770140208
13.16213,80.28485,311.61,0.4,0.37,2024-11-21,2004,N20,VIIRS,n,2.0NRT,292.11,0.54,N,VIIRS_N20,73,10,Tree cover,FAILED_TILE,116724.85935142782,116.72485935142782,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122441.10200598478,122.44110200598477,1026841614,,Mining & Quarry,0,0,0,0,0,116724.85935142782
13.39214,80.09968,308.7,0.41,0.37,2024-11-21,2004,N20,VIIRS,n,2.0NRT,292.85,0.92,N,VIIRS_N20,74,20,Shrubland,FAILED_TILE,137397.58035418938,137.3975803541894,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,138937.53183875993,138.93753183875992,1026841614,,Mining & Quarry,0,0,0,0,0,137397.58035418938
13.31326,80.00461,338.93,0.48,0.64,2024-11-22,711,N20,VIIRS,n,2.0NRT,293.98,4.28,D,VIIRS_N20,75,10,Tree cover,FAILED_TILE,127778.07008552176,127.77807008552176,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,127973.39212355338,127.97339212355338,1026841614,,Mining & Quarry,0,0,0,0,0,127778.07008552176
13.31909,80.0034,332.19,0.48,0.64,2024-11-22,711,N20,VIIRS,n,2.0NRT,293.99,4.28,D,VIIRS_N20,76,40,Cropland,FAILED_TILE,128419.24133263431,128.4192413326343,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,128580.5243175108,128.5805243175108,1026841614,,Mining & Quarry,0,0,0,0,0,128419.24133263431
13.3172,80.0006,341.84,0.48,0.64,2024-11-22,711,N20,VIIRS,n,2.0NRT,294.78,9.18,D,VIIRS_N20,77,40,Cropland,FAILED_TILE,128195.18916805476,128.19518916805475,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,128312.72108503556,128.31272108503555,1026841614,,Mining & Quarry,0,0,0,0,0,128195.18916805476
13.16057,80.27849,306.96,0.49,0.65,2024-11-23,1925,N20,VIIRS,n,2.0NRT,285.23,1.42,N,VIIRS_N20,78,50,Built-up,FAILED_TILE,116345.08096160118,116.34508096160118,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,121967.79261362515,121.96779261362515,1026841614,,Mining & Quarry,0,0,0,0,0,116345.08096160118
12.86026,79.90279,305.01,0.52,0.67,2024-11-23,1925,N20,VIIRS,n,2.0NRT,290.01,1.17,N,VIIRS_N20,79,40,Cropland,FAILED_TILE,76410.7393297646,76.41073932976461,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,76410.7393297646,76.41073932976461,1026841614,,Mining & Quarry,0,0,0,0,0,77402.6212404648
11.79451,77.72559,328.6,0.42,0.38,2024-11-24,813,N20,VIIRS,n,2.0NRT,280.78,2.14,D,VIIRS_N20,80,40,Cropland,COVERED,4975.3106890549925,4.975310689054992,876239831,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,1,1,4975.3106890549925,4.975310689054992,876239831,,Mining & Quarry,0,0,0,1,1,9343.88146836759
11.53918,79.05564,304.73,0.5,0.41,2024-11-25,2029,N20,VIIRS,n,2.0NRT,281.42,0.7,N,VIIRS_N20,81,40,Cropland,COVERED,2042.5513706596103,2.04255137065961,1201892040,way,Adari,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,3727.5874756373937,3.7275874756373937,1468887806,,Power Plant,0,0,0,1,1,16591.649157699183
13.39221,80.07728,306.79,0.48,0.4,2024-12-02,1957,N20,VIIRS,n,2.0NRT,290.19,0.59,N,VIIRS_N20,82,30,Grassland,FAILED_TILE,137133.7946247407,137.1337946247407,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,138320.5194656119,138.3205194656119,1026841614,,Mining & Quarry,0,0,0,0,0,137133.7946247407
9.03133,77.63218,332.93,0.38,0.59,2024-12-03,843,N20,VIIRS,n,2.0NRT,296.24,2.41,D,VIIRS_N20,83,40,Cropland,FAILED_TILE,39986.89177422207,39.98689177422207,3148284509,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,39986.89177422207,39.98689177422207,3148284509,,Power Plant,0,0,0,0,0,45969.75417214977
13.08149,79.97901,315.32,0.63,0.54,2024-12-03,1938,N20,VIIRS,n,2.0NRT,275.63,3.09,N,VIIRS_N20,84,60,Bare/sparse vegetation,FAILED_TILE,101912.7435308386,101.91274353083861,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102223.02057091243,102.22302057091242,1026841614,,Mining & Quarry,0,0,0,0,0,101912.7435308386
13.08649,79.97971,303.22,0.63,0.54,2024-12-03,1938,N20,VIIRS,n,2.0NRT,279.65,2.97,N,VIIRS_N20,85,10,Tree cover,FAILED_TILE,102470.9994534866,102.4709994534866,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102781.36553545673,102.78136553545673,1026841614,,Mining & Quarry,0,0,0,0,0,102470.9994534866
13.1657,80.27771,302.88,0.64,0.72,2024-12-04,1919,N20,VIIRS,n,2.0NRT,286.77,1.2,N,VIIRS_N20,86,50,Built-up,FAILED_TILE,116861.58402325513,116.86158402325513,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122435.03956083188,122.43503956083188,1026841614,,Mining & Quarry,0,0,0,0,0,116861.58402325513
11.18143,79.0966,300.15,0.56,0.69,2024-12-04,2059,N20,VIIRS,n,2.0NRT,283.25,1.08,N,VIIRS_N20,87,40,Cropland,COVERED,297.6449673170429,0.29764496731704293,340697977,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,1040.8403744346022,1.0408403744346022,1468887795,,Power Plant,0,0,1,1,1,424.6819095363482
11.81185,77.92299,301.56,0.45,0.63,2024-12-04,2059,N20,VIIRS,n,2.0NRT,287.41,1.18,N,VIIRS_N20,88,50,Built-up,COVERED,578.8710810693607,0.5788710810693607,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,1,1,1,1,597.9464194630436,0.5979464194630436,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2332.338058898034
10.93044,77.06243,298.53,0.41,0.61,2024-12-04,2059,N20,VIIRS,n,2.0NRT,282.48,1.57,N,VIIRS_N20,89,40,Cropland,FAILED_TILE,20502.571767865596,20.502571767865597,3449174406,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,20502.571767865596,20.502571767865597,3449174406,,Power Plant,0,0,0,0,0,21404.995467007215
8.46327,78.09595,335.56,0.38,0.36,2024-12-05,805,N20,VIIRS,n,2.0NRT,298.98,4.51,D,VIIRS_N20,90,20,Shrubland,FAILED_TILE,75968.60443986111,75.96860443986111,1264776476,way,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,75968.60443986111,75.96860443986111,1264776476,,Power Plant,0,0,0,0,0,102836.98284756874
9.78928,78.08914,332.05,0.39,0.36,2024-12-05,807,N20,VIIRS,n,2.0NRT,298.1,2.17,D,VIIRS_N20,91,30,Grassland,COVERED,1578.1053174993233,1.5781053174993234,202527042,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,1,1,1,1578.1053174993233,1.5781053174993234,202527042,,Mining & Quarry,0,0,1,1,1,4190.240046331697
11.81644,77.91484,314.01,0.43,0.46,2024-12-05,2042,N20,VIIRS,n,2.0NRT,291.14,1.67,N,VIIRS_N20,92,50,Built-up,COVERED,425.51752896942685,0.42551752896942685,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,425.51752896942685,0.42551752896942685,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1524.297804838194
13.08348,79.98227,338.59,0.56,0.52,2024-12-05,2042,N20,VIIRS,n,2.0NRT,291.76,7.89,N,VIIRS_N20,93,30,Grassland,FAILED_TILE,102146.54020147427,102.14654020147427,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102520.93428053125,102.52093428053125,1026841614,,Mining & Quarry,0,0,0,0,0,102146.54020147427
11.2042,77.56649,311.38,0.42,0.45,2024-12-05,2042,N20,VIIRS,n,2.0NRT,290.66,0.98,N,VIIRS_N20,94,30,Grassland,COVERED,528.3272957877394,0.5283272957877394,823591866,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,1,1,1,1,528.3272957877394,0.5283272957877394,823591866,,Mining & Quarry,0,1,1,1,1,1404.5081723978294
11.30839,78.23434,340.17,0.49,0.41,2024-12-06,748,N20,VIIRS,n,2.0NRT,299.79,13.94,D,VIIRS_N20,95,40,Cropland,COVERED,4162.416756934263,4.162416756934262,1097586861,way,Sendamangalam,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,12548.940136840443,12.548940136840443,1010297113,,Power Plant,0,0,0,0,0,11496.07875128474
11.55684,78.93368,334.28,0.45,0.39,2024-12-06,748,N20,VIIRS,n,2.0NRT,297.82,3.68,D,VIIRS_N20,96,40,Cropland,COVERED,4886.681073339836,4.886681073339836,17419092,relation,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,1,1,4886.681073339836,4.886681073339836,17419092,,Power Plant,0,0,0,1,1,10557.477907714892
11.18291,79.10018,304.45,0.43,0.38,2024-12-06,2023,N20,VIIRS,n,2.0NRT,281.86,0.66,N,VIIRS_N20,97,50,Built-up,COVERED,422.22314401779533,0.4222231440177953,340697977,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,621.5754888312435,0.6215754888312436,1468887795,,Power Plant,0,1,1,1,1,819.6192553402012
11.8087,77.92446,305.36,0.39,0.36,2024-12-06,2023,N20,VIIRS,n,2.0NRT,293.0,1.04,N,VIIRS_N20,98,50,Built-up,COVERED,264.94843807385547,0.2649484380738555,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,936.9737556373791,0.9369737556373791,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2520.3843654777784
11.80927,77.92089,305.07,0.39,0.36,2024-12-06,2023,N20,VIIRS,n,2.0NRT,292.28,1.0,N,VIIRS_N20,99,50,Built-up,COVERED,386.4031797005644,0.3864031797005644,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,649.6130041948048,0.6496130041948048,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2126.718360458154
11.81649,77.91842,315.16,0.39,0.36,2024-12-06,2023,N20,VIIRS,n,2.0NRT,289.77,1.29,N,VIIRS_N20,100,50,Built-up,COVERED,122.0163267572707,0.1220163267572707,340479236,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,224.12330037262927,0.22412330037262929,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1899.1866456875614
13.16047,80.28578,309.56,0.46,0.39,2024-12-06,2023,N20,VIIRS,n,2.0NRT,292.99,2.07,N,VIIRS_N20,101,50,Built-up,FAILED_TILE,116581.43621366248,116.58143621366249,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122324.86247736009,122.32486247736009,1026841614,,Mining & Quarry,0,0,0,0,0,116581.43621366248
10.92305,77.06053,302.27,0.39,0.36,2024-12-06,2025,N20,VIIRS,n,2.0NRT,290.32,0.37,N,VIIRS_N20,102,10,Tree cover,FAILED_TILE,20710.235048232153,20.710235048232153,3449174406,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,20710.235048232153,20.710235048232153,3449174406,,Power Plant,0,0,0,0,0,21845.30146716064
9.69524,78.25095,330.05,0.35,0.57,2024-12-07,730,N20,VIIRS,n,2.0NRT,295.34,2.53,D,VIIRS_N20,103,30,Grassland,COVERED,4800.126337595339,4.800126337595339,17323908,relation,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,1,1,4800.126337595339,4.800126337595339,17323908,,Power Plant,0,0,0,1,1,14590.767895066174
11.41806,77.40839,330.35,0.38,0.58,2024-12-07,730,N20,VIIRS,n,2.0NRT,290.46,2.7,D,VIIRS_N20,104,40,Cropland,COVERED,1887.841541042334,1.887841541042334,336571721,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,1,1,1,8110.741316425698,8.110741316425697,1440947503,Coirmedia,Manufacturing & Industrial Works,0,0,0,0,1,10588.58736034016
10.9318,77.06347,300.96,0.54,0.42,2024-12-07,2004,N20,VIIRS,n,2.0NRT,290.39,1.32,N,VIIRS_N20,105,30,Grassland,FAILED_TILE,20390.149124228887,20.390149124228888,3449174617,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,20390.149124228887,20.390149124228888,3449174617,,Power Plant,0,0,0,0,0,21254.13573822705
11.81816,77.91727,305.01,0.49,0.41,2024-12-07,2004,N20,VIIRS,n,2.0NRT,291.78,1.06,N,VIIRS_N20,106,50,Built-up,COVERED,280.419549621998,0.280419549621998,340479236,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,420.94109041601644,0.42094109041601646,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1838.4412432981449
12.85547,79.90582,308.12,0.41,0.37,2024-12-07,2004,N20,VIIRS,n,2.0NRT,289.52,0.96,N,VIIRS_N20,107,40,Cropland,FAILED_TILE,75957.3075554979,75.9573075554979,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,75957.3075554979,75.9573075554979,1026841614,,Mining & Quarry,0,0,0,0,0,76851.2059384391
12.96963,79.91547,305.64,0.42,0.37,2024-12-07,2004,N20,VIIRS,n,2.0NRT,293.62,0.51,N,VIIRS_N20,108,30,Grassland,FAILED_TILE,88604.52842162742,88.60452842162742,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,88604.52842162742,88.60452842162742,1026841614,,Mining & Quarry,0,0,0,0,0,89480.5907300454
13.15946,80.28299,320.44,0.41,0.37,2024-12-07,2004,N20,VIIRS,n,2.0NRT,290.65,2.59,N,VIIRS_N20,109,50,Built-up,FAILED_TILE,116379.72267378333,116.37972267378332,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122084.57030051778,122.08457030051778,1026841614,,Mining & Quarry,0,0,0,0,0,116379.72267378333
13.4469,80.09521,308.77,0.41,0.37,2024-12-07,2004,N20,VIIRS,n,2.0NRT,291.18,0.84,N,VIIRS_N20,110,20,Shrubland,FAILED_TILE,143388.76867026856,143.38876867026855,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,144693.77167326846,144.69377167326846,1026841614,,Mining & Quarry,0,0,0,0,0,143388.76867026856
12.70293,77.96101,302.2,0.34,0.56,2024-12-08,1944,N20,VIIRS,n,2.0NRT,288.83,0.41,N,VIIRS_N20,111,30,Grassland,FAILED_TILE,60789.473123297605,60.789473123297604,425335457,way,Palavadi,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,76978.81900900697,76.97881900900697,1536206840,HPCL Dharmapuri Terminal,"Oil, Gas & Chemical",0,0,0,0,0,68485.31929762189
11.17625,79.08495,303.1,0.54,0.51,2024-12-08,1946,N20,VIIRS,n,2.0NRT,291.37,1.05,N,VIIRS_N20,112,10,Tree cover,COVERED,1056.7053178358874,1.0567053178358874,178523246,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,1,1,1,2433.9176301915354,2.4339176301915355,1468887795,,Power Plant,0,0,0,1,1,1056.7053178358874
9.76998,77.95444,332.5,0.5,0.49,2024-12-09,832,N20,VIIRS,n,2.0NRT,294.85,3.26,D,VIIRS_N20,113,20,Shrubland,COVERED,2546.4905913065563,2.5464905913065565,990641677,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,1,1,2546.4905913065563,2.5464905913065565,990641677,,Mining & Quarry,0,0,0,1,1,2578.559289409381
13.08267,79.97949,301.59,0.52,0.67,2024-12-09,1925,N20,VIIRS,n,2.0NRT,287.87,0.53,N,VIIRS_N20,114,60,Bare/sparse vegetation,FAILED_TILE,102045.6640570061,102.04566405700609,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102362.73723347648,102.36273723347648,1026841614,,Mining & Quarry,0,0,0,0,0,102045.6640570061
13.15994,80.28136,310.49,0.5,0.66,2024-12-09,1925,N20,VIIRS,n,2.0NRT,285.55,1.1,N,VIIRS_N20,115,50,Built-up,FAILED_TILE,116375.15623941533,116.37515623941533,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122049.71753061077,122.04971753061076,1026841614,,Mining & Quarry,0,0,0,0,0,116375.15623941533
13.16152,80.27855,306.73,0.5,0.66,2024-12-09,1925,N20,VIIRS,n,2.0NRT,285.68,2.19,N,VIIRS_N20,116,50,Built-up,FAILED_TILE,116447.53655120802,116.44753655120802,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122064.47365567314,122.06447365567314,1026841614,,Mining & Quarry,0,0,0,0,0,116447.53655120802
13.0032,79.90566,303.25,0.53,0.67,2024-12-09,1925,N20,VIIRS,n,2.0NRT,287.22,0.48,N,VIIRS_N20,117,10,Tree cover,FAILED_TILE,92082.35557187993,92.08235557187993,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,92082.35557187993,92.08235557187993,1026841614,,Mining & Quarry,0,0,0,0,0,93255.9054885679
13.16194,80.28547,301.16,0.78,0.78,2024-12-09,2105,N20,VIIRS,n,2.0NRT,284.89,2.19,N,VIIRS_N20,118,10,Tree cover,FAILED_TILE,116725.94900066884,116.72594900066885,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122453.72220377914,122.45372220377914,1026841614,,Mining & Quarry,0,0,0,0,0,116725.94900066884
11.5004,77.66466,330.01,0.42,0.37,2024-12-10,813,N20,VIIRS,n,2.0NRT,299.13,1.56,D,VIIRS_N20,119,40,Cropland,COVERED,4232.871152767903,4.2328711527679035,508747402,way,Urachikottai,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,4366.459887765401,4.366459887765401,429967364,Lower Mettur Barrage IV Power House,Power Plant,0,0,0,1,1,10404.08487999026
10.2006,77.91628,332.12,0.41,0.37,2024-12-10,813,N20,VIIRS,n,2.0NRT,294.92,2.99,D,VIIRS_N20,120,20,Shrubland,COVERED,6828.526297833246,6.828526297833246,1330708153,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,1,11574.077583416964,11.574077583416964,297527029,,Mining & Quarry,0,0,0,0,0,6828.526297833246
10.07669,77.4958,343.83,0.4,0.37,2024-12-10,813,N20,VIIRS,n,2.0NRT,299.02,12.14,D,VIIRS_N20,121,40,Cropland,COVERED,2515.7595977111414,2.5157595977111415,1201040251,way,Madurapuri,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,8103.370829435027,8.103370829435027,977532855,,Mining & Quarry,0,0,0,0,1,3604.975913783662
